index,question,answer
2032,Do you think the MRT is comfortable?,"Quite comfortable lah, got aircon."
2033,Do you use public transport to go shopping?,"Ya, easier than driving and finding parking."
2034,Do you think the bus drivers drive safely?,Most of them drive quite safely lah.
2035,Have you ever taken a bus to Johor Bahru?,"Got lah, but very long queue at the customs."
2036,Do you think the MRT is noisy?,"Not really lah, quite quiet."
2037,Do you use public transport to go to school?,"Used to lah, now I drive."
2038,Do you think the bus stops are clean?,"Quite clean lah, they clean it regularly."
2039,Have you ever taken a bus to the zoo?,"Got lah, but usually drive there."
2040,Do you think the MRT is fast?,"Quite fast lah, faster than driving during peak hours."
2041,Do you use public transport to go to the beach?,"Sometimes lah, depends on which beach."
2042,Do you think the bus routes are well-planned?,"Not too bad lah, can get to most places."
2043,Have you ever taken a bus to the airport?,"Got lah, but usually take MRT."
2044,Do you think the MRT is convenient?,"Very convenient lah, can go almost anywhere."
2045,Do you use public transport to go to the city?,"Ya, easier than driving and finding parking."
2046,Do you think the bus drivers are helpful?,Most of them are quite helpful lah.
2047,Have you ever taken a bus to the botanical gardens?,"Got lah, but usually take MRT."
2048,Do you think the MRT is reliable?,"Quite reliable lah, but sometimes got breakdown."
2049,Do you use public transport to go to the hospital?,"Sometimes lah, depends on which hospital."
2050,Do you think the bus stops are well-maintained?,"Quite well-maintained lah, they clean it regularly."
2051,Have you ever taken a bus to the science centre?,"Got lah, but usually drive there."
2052,Do you think the MRT is efficient?,"Quite efficient lah, can get to most places quickly."
2053,Do you use public transport to go to the park?,"Sometimes lah, depends on which park."
2054,Do you think the bus drivers are polite?,Most of them are quite polite lah.
2055,Have you ever taken a bus to the bird park?,"Got lah, but usually drive there."
2056,Do you think the MRT is affordable?,"Still affordable lah, not too expensive."
2057,Do you use public transport to go to the museum?,"Ya, easier than driving and finding parking."
2058,Do you think the bus stops are safe?,"Quite safe lah, got CCTV."
2059,Have you ever taken a bus to the aquarium?,"Got lah, but usually take MRT."
2060,Do you think the MRT is well-maintained?,"Quite well-maintained lah, they clean it regularly."
2061,Do you use public transport to go to the theatre?,"Sometimes lah, depends on which theatre."
2062,Do you think the bus drivers are professional?,Most of them are quite professional lah.
2063,Have you ever taken a bus to the art gallery?,"Got lah, but usually take MRT."
2064,Do you think the MRT is modern?,"Quite modern lah, got new trains."
2065,Do you use public transport to go to the library?,"Ya, easier than driving and finding parking."
2066,Do you think the bus stops are accessible?,"Quite accessible lah, near to my house."
2067,Have you ever taken a bus to the sports complex?,"Got lah, but usually drive there."
2068,Do you think the MRT is spacious?,"Not really lah, quite crowded during peak hours."
2069,Do you use public transport to go to the market?,"Sometimes lah, depends on which market."
2070,Do you think the bus drivers are courteous?,Most of them are quite courteous lah.
2071,Have you ever taken a bus to the convention centre?,"Got lah, but usually take MRT."
2072,Do you think the MRT is user-friendly?,"Quite user-friendly lah, easy to navigate."
2073,Do you use public transport to go to the mall?,"Ya, easier than driving and finding parking."
2074,Do you think the bus stops are well-lit?,"Quite well-lit lah, got street lights."
2075,Have you ever taken a bus to the stadium?,"Got lah, but usually take MRT."
2076,Do you think the MRT is well-signposted?,"Quite well-signposted lah, easy to find the way."
2077,Do you use public transport to go to the cinema?,"Ya, easier than driving and finding parking."
2078,Do you think the bus drivers are knowledgeable?,Most of them are quite knowledgeable lah.
2079,Have you ever taken a bus to the amusement park?,"Got lah, but usually take MRT."
2080,Do you think the MRT is accessible for disabled people?,"Quite accessible lah, got lifts and ramps."
2081,Do you use public transport to go to the gym?,"Sometimes lah, depends on which gym."
2082,Do you think the bus stops are comfortable?,"Quite comfortable lah, got seats and shelter."
2083,Have you ever taken a bus to the water park?,"Got lah, but usually drive there."
2084,Do you think the MRT is environmentally friendly?,"Quite environmentally friendly lah, no emissions."
2085,Do you use public transport to go to the office?,"Ya, easier than driving and finding parking."
2086,Do you think the bus drivers are efficient?,Most of them are quite efficient lah.
2087,Have you ever taken a bus to the heritage centre?,"Got lah, but usually take MRT."
2088,Do you think the MRT is well-ventilated?,"Quite well-ventilated lah, got aircon."
2089,Do you use public transport to go to the university?,"Used to lah, now I drive."
2090,Do you think the bus stops are spacious?,"Not really lah, quite crowded during peak hours."
2091,Have you ever taken a bus to the temple?,"Got lah, but usually drive there."
2092,Do you think the MRT is well-designed?,"Quite well-designed lah, easy to navigate."
2093,Do you use public transport to go to the church?,"Sometimes lah, depends on which church."
2094,Do you think the bus drivers are punctual?,Most of them are quite punctual lah.
2095,Have you ever taken a bus to the mosque?,"Got lah, but usually drive there."
2096,Do you think the MRT is well-connected?,"Very well-connected lah, can go almost anywhere."
2097,Do you use public transport to go to the temple?,"Sometimes lah, depends on which temple."
2098,Do you think the bus stops are convenient?,"Quite convenient lah, near to my house."
2099,Have you ever taken a bus to the community centre?,"Got lah, but usually walk there."
2100,Do you think the MRT is user-friendly for tourists?,"Quite user-friendly lah, easy to navigate."
2101,How often do you do your laundry?,Usually once a week lah.
2102,Do you separate your whites and colors?,"Ya, must separate, if not later all the clothes kena stained."
2103,What detergent do you use?,"I use the one from NTUC, quite good and cheap."
2104,Do you use fabric softener?,"Sometimes only, when I remember lah."
2105,Do you hand wash any clothes?,"Only the delicate ones, like my nice dresses."
2106,How do you dry your clothes?,"Hang outside lor, got sun and wind."
2107,Do you iron your clothes?,"Only the office wear, the rest just fold can already."
2108,Do you use a dryer?,"No lah, Singapore so hot, just hang outside can dry already."
2109,How do you deal with stubborn stains?,"Use stain remover first, then wash as usual."
2110,Do you wash your clothes in cold or hot water?,"Mostly cold water, save electricity mah."
2111,Do you wash your bedsheets often?,"Every two weeks, must keep clean."
2112,Do you wash your towels separately?,"Yes, towels and bedsheets wash separately."
2113,Do you use bleach?,"Only for white clothes, but not often."
2114,Do you have a laundry schedule?,"Not really, just do when got time."
2115,Do you fold your clothes immediately after drying?,"Try to, if not later all crumpled."
2116,Do you wash your clothes after every wear?,"Depends, if sweat a lot then must wash."
2117,Do you use a laundry basket?,"Yes, easier to carry to the washing machine."
2118,Do you wash your shoes in the washing machine?,"No lah, hand wash better."
2119,Do you wash your clothes at home or at a laundromat?,"At home, got washing machine."
2120,Do you wash your clothes with a full load?,"Yes, must save water and electricity."
2121,Do you use a laundry service?,"Only for dry cleaning, like suits."
2122,Do you wash your clothes with a specific cycle?,"Depends on the clothes, usually normal cycle."
2123,Do you wash your clothes with a specific detergent?,Just use the regular one from NTUC.
2124,Do you wash your clothes with a specific fabric softener?,"Not really, just use whatever is on sale."
2125,Do you wash your clothes with a specific bleach?,"Only use bleach for whites, not often."
2126,Do you wash your clothes with a specific stain remover?,"Yes, got one from the supermarket."
2127,Do you wash your clothes with a specific laundry basket?,Just use the one I bought from IKEA.
2128,Do you wash your clothes with a specific laundry schedule?,"No fixed schedule, just do when got time."
2129,Do you wash your clothes with a specific laundry detergent?,Just use the regular one from NTUC.
2130,Do you wash your clothes with a specific laundry softener?,"Not really, just use whatever is on sale."
2131,Do you wash your clothes with a specific laundry bleach?,"Only use bleach for whites, not often."
2132,Do you wash your clothes with a specific laundry stain remover?,"Yes, got one from the supermarket."
2133,Do you wash your clothes with a specific laundry basket?,Just use the one I bought from IKEA.
2134,Do you wash your clothes with a specific laundry schedule?,"No fixed schedule, just do when got time."
2135,Do you wash your clothes with a specific laundry detergent?,Just use the regular one from NTUC.
2136,Do you wash your clothes with a specific laundry softener?,"Not really, just use whatever is on sale."
